ano,cbo2002,empregados
1996,764120,14386
1997,764120,13056
1998,764120,12766
1999,764120,14852
2000,764120,17271
2001,764120,18034
2002,764120,18552
2003,764120,10510
2004,764120,10630
2005,764120,10186
2006,764120,9932
2007,764120,9536
2008,764120,8853
2009,764120,7873
2010,764120,8181
2011,764120,7633
2012,764120,6952
2013,764120,6613
2014,764120,5947
2015,764120,5449
2016,764120,5384
1986,764205,15056
1987,764205,12381
1988,764205,14522
1989,764205,16652
1990,764205,16246
1991,764205,15587
1992,764205,17303
1993,764205,18598
1994,764205,19478
1995,764205,16152
1996,764205,15250
1997,764205,13853
1998,764205,14871
1999,764205,16165
2000,764205,18296
2001,764205,18465
2002,764205,19848
2003,764205,27117
2004,764205,32756
2005,764205,32438
2006,764205,32634
2007,764205,32313
2008,764205,31926
2009,764205,31437
2010,764205,33928
2011,764205,33320
2012,764205,34692
2013,764205,33728
2014,764205,31582
2015,764205,28665
2016,764205,29168
1986,764210,16430
1987,764210,15123
1988,764210,15874
1989,764210,15487
1990,764210,12603
1991,764210,11825
1992,764210,13114
1993,764210,14345
1994,764210,13160
1995,764210,10938
1996,764210,11018
1997,764210,10200
1998,764210,10151
1999,764210,11696
2000,764210,13560
2001,764210,14076
2002,764210,14557
2003,764210,8902
2004,764210,10096
2005,764210,9607
2006,764210,9736
2007,764210,9291
2008,764210,8999
2009,764210,9310
2010,764210,11275
2011,764210,10982
2012,764210,10598
2013,764210,9946
2014,764210,9877
2015,764210,9049
2016,764210,9109
1986,764305,42139
1987,764305,38301
1988,764305,40260
1989,764305,39996
1990,764305,33173
1991,764305,31628
1992,764305,35534
1993,764305,38772
1994,764305,36066
1995,764305,30178
1996,764305,30794
1997,764305,27881
1998,764305,27758
1999,764305,32131
2000,764305,37464
2001,764305,38717
2002,764305,39940
2003,764305,23833
2004,764305,27971
2005,764305,25748
2006,764305,25470
2007,764305,24841
2008,764305,23862
2009,764305,22525
2010,764305,26087
2011,764305,24359
2012,764305,23595
2013,764305,23613
2014,764305,21927
2015,764305,20551
2016,764305,19574
1986,765005,3544
1987,765005,2826
1988,765005,2584
1989,765005,3020
1990,765005,2196
1991,765005,1925
1992,765005,1974
1993,765005,2376
1994,765005,2700
1995,765005,2141
1996,765005,1981
1997,765005,2311
1998,765005,2076
1999,765005,2346
2000,765005,2667
2001,765005,2634
2002,765005,2736
2003,765005,2897
2004,765005,3262
2005,765005,2710
2006,765005,2448
2007,765005,2214
2008,765005,1735
2009,765005,1635
2010,765005,1750
2011,765005,1642
2012,765005,1750
2013,765005,1561
2014,765005,1543
2015,765005,1312
2016,765005,1121
1986,765010,156
1987,765010,122
1988,765010,78
1989,765010,74
1990,765010,63
1991,765010,65
1992,765010,57
1993,765010,69
1994,765010,55
1995,765010,44
1996,765010,61
1997,765010,49
1998,765010,46
1999,765010,51
2000,765010,58
2001,765010,56
2002,765010,48
2003,765010,113
2004,765010,92
2005,765010,89
2006,765010,84
2007,765010,74
2008,765010,79
2009,765010,79
2010,765010,77
2011,765010,64
2012,765010,52
2013,765010,49
2014,765010,58
2015,765010,50
2016,765010,50
1986,765015,3
1987,765015,3
1988,765015,3
1989,765015,3
1990,765015,2
1991,765015,2
1992,765015,1
1993,765015,1
1994,765015,1
1995,765015,1
1996,765015,1
1997,765015,1
1998,765015,1
1999,765015,1
2000,765015,1
2001,765015,1
2002,765015,1
2003,765015,260
2004,765015,293
2005,765015,571
2006,765015,592
2007,765015,600
2008,765015,271
2009,765015,286
2010,765015,257
2011,765015,233
2012,765015,153
2013,765015,111
2014,765015,126
2015,765015,82
2016,765015,96
1986,765105,2752
1987,765105,2757
1988,765105,2928
1989,765105,2934
1990,765105,2650
1991,765105,2472
1992,765105,2702
1993,765105,2822
1994,765105,2854
1995,765105,2527
1996,765105,2508
1997,765105,2406
1998,765105,2231
1999,765105,2488
2000,765105,2593
2001,765105,2652
2002,765105,2978
2003,765105,3145
2004,765105,3424
2005,765105,3570
2006,765105,3194
2007,765105,3295
2008,765105,3214
2009,765105,3396
2010,765105,3575
2011,765105,3835
2012,765105,3876
2013,765105,3711
2014,765105,3634
2015,765105,3277
2016,765105,3186
1986,765110,734
1987,765110,646
1988,765110,655
1989,765110,759
1990,765110,603
1991,765110,547
1992,765110,491
1993,765110,434
1994,765110,453
1995,765110,361
1996,765110,373
1997,765110,357
1998,765110,358
1999,765110,360
2000,765110,397
2001,765110,379
2002,765110,372
2003,765110,1166
2004,765110,1352
2005,765110,1730
2006,765110,1830
2007,765110,1860
2008,765110,2114
2009,765110,2029
2010,765110,1954
2011,765110,1874
2012,765110,1859
2013,765110,1899
2014,765110,1770
2015,765110,1475
2016,765110,1332
1986,765205,937
1987,765205,1027
1988,765205,971
1989,765205,1282
1990,765205,1164
1991,765205,1102
1992,765205,1056
1993,765205,1027
1994,765205,1257
1995,765205,1258
1996,765205,1250
1997,765205,1149
1998,765205,992
1999,765205,869
2000,765205,905
2001,765205,907
2002,765205,894
2003,765205,2418
2004,765205,2750
2005,765205,2973
2006,765205,3085
2007,765205,3355
2008,765205,3179
2009,765205,3792
2010,765205,3768
2011,765205,3850
2012,765205,3934
2013,765205,4266
2014,765205,3941
2015,765205,3349
2016,765205,3051
1986,765215,638
1987,765215,341
1988,765215,227
1989,765215,274
1990,765215,232
1991,765215,204
1992,765215,166
1993,765215,188
1994,765215,191
1995,765215,137
1996,765215,112
1997,765215,123
1998,765215,85
1999,765215,81
2000,765215,84
2001,765215,89
2002,765215,84
2003,765215,682
2004,765215,611
2005,765215,660
2006,765215,705
2007,765215,579
2008,765215,565
2009,765215,520
2010,765215,546
2011,765215,519
2012,765215,353
2013,765215,269
2014,765215,307
2015,765215,246
2016,765215,229
1986,765225,857
1987,765225,694
1988,765225,845
1989,765225,852
1990,765225,727
1991,765225,550
1992,765225,506
1993,765225,598
1994,765225,651
1995,765225,629
1996,765225,620
1997,765225,679
1998,765225,657
1999,765225,658
2000,765225,729
2001,765225,761
2002,765225,748
2003,765225,873
2004,765225,717
2005,765225,633
2006,765225,616
2007,765225,660
2008,765225,712
2009,765225,704
2010,765225,684
2011,765225,610
2012,765225,604
2013,765225,593
2014,765225,522
2015,765225,546
2016,765225,525
1986,765230,158
1987,765230,189
1988,765230,174
1989,765230,152
1990,765230,125
1991,765230,112
1992,765230,69
1993,765230,93
1994,765230,422
1995,765230,728
1996,765230,73
1997,765230,106
1998,765230,104
1999,765230,156
2000,765230,133
2001,765230,141
2002,765230,163
2003,765230,936
2004,765230,1007
2005,765230,1154
2006,765230,1164
2007,765230,364
2008,765230,306
2009,765230,281
2010,765230,283
2011,765230,306
2012,765230,286
2013,765230,283
2014,765230,273
2015,765230,225
2016,765230,194
1986,765235,7031
1987,765235,6049
1988,765235,5797
1989,765235,6296
1990,765235,5273
1991,765235,4846
1992,765235,4471
1993,765235,4953
1994,765235,5679
1995,765235,5765
1996,765235,5894
1997,765235,6643
1998,765235,6390
1999,765235,6519
2000,765235,6685
2001,765235,6848
2002,765235,6948
2003,765235,8514
2004,765235,9303
2005,765235,9575
2006,765235,10141
2007,765235,12625
2008,765235,12817
2009,765235,13148
2010,765235,14176
2011,765235,15245
2012,765235,18052
2013,765235,15880
2014,765235,15224
2015,765235,13950
2016,765235,13368
2016,765240,139
1986,765310,7106
1987,765310,6038
1988,765310,5535
1989,765310,6185
1990,765310,5061
1991,765310,4443
1992,765310,4281
1993,765310,5224
1994,765310,6114
1995,765310,5153
1996,765310,4894
1997,765310,5376
1998,765310,5045
1999,765310,5759
2000,765310,6359
2001,765310,6136
2002,765310,6654
2003,765310,4110
2004,765310,4581
2005,765310,4645
2006,765310,4724
2007,765310,4480
2008,765310,4028
2009,765310,3762
2010,765310,3806
2011,765310,3746
2012,765310,3601
2013,765310,3618
2014,765310,3320
2015,765310,2777
2016,765310,2633
1986,765315,1499
1987,765315,1798
1988,765315,1838
1989,765315,1892
1990,765315,1683
1991,765315,1345
1992,765315,1322
1993,765315,1341
1994,765315,1460
1995,765315,1226
1996,765315,1349
1997,765315,1390
1998,765315,1371
1999,765315,1571
2000,765315,1803
2001,765315,1590
2002,765315,1631
2003,765315,2263
2004,765315,2503
2005,765315,2461
2006,765315,2557
2007,765315,2711
2008,765315,2564
2009,765315,2828
2010,765315,3043
2011,765315,2827
2012,765315,2692
2013,765315,2482
2014,765315,2318
2015,765315,1943
2016,765315,1721
1986,765405,347
1987,765405,320
1988,765405,238
1989,765405,432
1990,765405,18
1991,765405,2
1992,765405,82
1993,765405,69
1994,765405,12
1995,765405,30
1996,765405,1
1997,765405,41
1998,765405,19
1999,765405,12
2000,765405,11
2001,765405,35
2002,765405,35
2003,765405,7017
2004,765405,8165
2005,765405,8198
2006,765405,8382
2007,765405,8660
2008,765405,7959
2009,765405,7454
2010,765405,7996
2011,765405,7627
2012,765405,7311
2013,765405,6832
2014,765405,5874
2015,765405,4916
2016,765405,4669
1986,766105,126
1987,766105,129
1988,766105,123
1989,766105,129
1990,766105,127
1991,766105,129
1992,766105,171
1993,766105,195
1994,766105,223
1995,766105,230
1996,766105,202
1997,766105,205
1998,766105,179
1999,766105,192
2000,766105,222
2001,766105,213
2002,766105,226
2003,766105,1124
2004,766105,1202
2005,766105,1286
2006,766105,1151
2007,766105,1114
2008,766105,1111
2009,766105,1033
2010,766105,1039
2011,766105,993
2012,766105,951
2013,766105,939
2014,766105,882
2015,766105,748
2016,766105,731
1986,766115,527
1987,766115,405
1988,766115,482
1989,766115,492
1990,766115,494
1991,766115,460
1992,766115,536
1993,766115,460
1994,766115,554
1995,766115,291
1996,766115,330
1997,766115,312
1998,766115,280
1999,766115,242
2000,766115,224
2001,766115,192
2002,766115,215
2003,766115,659
2004,766115,670
2005,766115,712
2006,766115,700
2007,766115,737
2008,766115,765
2009,766115,709
2010,766115,735
2011,766115,787
2012,766115,805
2013,766115,787
2014,766115,718
2015,766115,744
2016,766115,729
1986,766120,1536
1987,766120,1424
1988,766120,1384
1989,766120,1407
1990,766120,1337
1991,766120,1713
1992,766120,1941
1993,766120,2192
1994,766120,2717
1995,766120,3153
1996,766120,3487
1997,766120,3917
1998,766120,4215
1999,766120,4514
2000,766120,5254
2001,766120,5822
2002,766120,6235
2003,766120,5400
2004,766120,5940
2005,766120,6607
2006,766120,7140
2007,766120,7786
2008,766120,8703
2009,766120,9521
2010,766120,10434
2011,766120,11216
2012,766120,11450
2013,766120,11511
2014,766120,11686
2015,766120,11035
2016,766120,10423
1986,766125,6754
1987,766125,6704
1988,766125,6641
1989,766125,7309
1990,766125,6799
1991,766125,7046
1992,766125,6916
1993,766125,7436
1994,766125,8355
1995,766125,8602
1996,766125,8148
1997,766125,8013
1998,766125,7657
1999,766125,7609
2000,766125,7928
2001,766125,7742
2002,766125,7707
2003,766125,7444
2004,766125,7453
2005,766125,7054
2006,766125,6811
2007,766125,6803
2008,766125,6820
2009,766125,6326
2010,766125,6502
2011,766125,5858
2012,766125,5360
2013,766125,4953
2014,766125,4790
2015,766125,4187
2016,766125,3463
2003,766130,105
2004,766130,197
2005,766130,217
2006,766130,177
2007,766130,177
2008,766130,163
2009,766130,170
2010,766130,212
2011,766130,207
2012,766130,194
2013,766130,188
2014,766130,203
2015,766130,201
2016,766130,152
2003,766135,30
2004,766135,31
2005,766135,33
2006,766135,33
2007,766135,38
2008,766135,34
2009,766135,22
2010,766135,20
2011,766135,26
2012,766135,38
2013,766135,31
2014,766135,33
2015,766135,27
2016,766135,21
2003,766140,476
2004,766140,518
2005,766140,493
2006,766140,493
2007,766140,527
2008,766140,543
2009,766140,563
2010,766140,584
2011,766140,559
2012,766140,510
2013,766140,492
2014,766140,524
2015,766140,483
2016,766140,411
1986,766145,7125
1987,766145,6871
1988,766145,6738
1989,766145,6916
1990,766145,6395
1991,766145,6550
1992,766145,6261
1993,766145,6370
1994,766145,6941
1995,766145,7455
1996,766145,7565
1997,766145,7363
1998,766145,7182
1999,766145,7387
2000,766145,7751
2001,766145,7461
2002,766145,7539
2003,766145,3980
2004,766145,4031
2005,766145,4044
2006,766145,3969
2007,766145,4143
2008,766145,3994
2009,766145,4078
2010,766145,4208
2011,766145,4213
2012,766145,5096
2013,766145,4939
2014,766145,4196
2015,766145,3911
2016,766145,3770
1986,766150,138
1987,766150,143
1988,766150,134
1989,766150,141
1990,766150,140
1991,766150,156
1992,766150,183
1993,766150,243
1994,766150,296
1995,766150,426
1996,766150,482
1997,766150,496
1998,766150,432
1999,766150,423
2000,766150,492
2001,766150,470
2002,766150,447
2003,766150,1232
2004,766150,1358
2005,766150,1500
2006,766150,1723
2007,766150,1745
2008,766150,1994
2009,766150,2226
2010,766150,2679
2011,766150,2988
2012,766150,3113
2013,766150,3172
2014,766150,3171
2015,766150,2752
2016,766150,2706
2003,766155,1572
2004,766155,1414
2005,766155,1533
2006,766155,1650
2007,766155,1730
2008,766155,1790
2009,766155,1930
2010,766155,2060
2011,766155,2132
2012,766155,2140
2013,766155,2218
2014,766155,2271
2015,766155,2068
2016,766155,1942
1986,766205,19108
1987,766205,18607
1988,766205,18645
1989,766205,20255
1990,766205,18267
1991,766205,17560
1992,766205,15798
1993,766205,15954
1994,766205,17117
1995,766205,17443
1996,766205,17074
1997,766205,17214
1998,766205,16957
1999,766205,17222
2000,766205,18294
2001,766205,18499
2002,766205,18931
2003,766205,15200
2004,766205,16881
2005,766205,17411
2006,766205,18599
2007,766205,19844
2008,766205,21036
2009,766205,20452
2010,766205,21477
2011,766205,21098
2012,766205,20746
2013,766205,19823
2014,766205,18917
2015,766205,16989
2016,766205,15764
2003,766210,825
2004,766210,901
2005,766210,893
2006,766210,1079
2007,766210,1153
2008,766210,1250
2009,766210,1138
2010,766210,1297
2011,766210,1407
2012,766210,1471
2013,766210,1661
2014,766210,1040
2015,766210,484
2016,766210,433
1986,766215,14343
1987,766215,14037
1988,766215,14322
1989,766215,15088
1990,766215,14884
1991,766215,15468
1992,766215,15102
1993,766215,16017
1994,766215,18563
1995,766215,20578
1996,766215,20733
1997,766215,21470
1998,766215,21513
1999,766215,21562
2000,766215,22963
2001,766215,23179
2002,766215,23612
2003,766215,17585
2004,766215,17932
2005,766215,18204
2006,766215,18754
2007,766215,19180
2008,766215,19800
2009,766215,19338
2010,766215,19668
2011,766215,19529
2012,766215,19241
2013,766215,18368
2014,766215,17870
2015,766215,15893
2016,766215,14550
1986,766220,5574
1987,766220,5274
1988,766220,5336
1989,766220,5695
1990,766220,5254
1991,766220,5187
1992,766220,4734
1993,766220,4871
1994,766220,5255
1995,766220,5449
1996,766220,5581
1997,766220,5602
1998,766220,5589
1999,766220,5716
2000,766220,6098
2001,766220,6064
2002,766220,6055
2003,766220,4738
2004,766220,5212
2005,766220,5342
2006,766220,5501
2007,766220,5425
2008,766220,5623
2009,766220,5313
2010,766220,5841
2011,766220,5803
2012,766220,5706
2013,766220,5272
2014,766220,4960
2015,766220,4153
2016,766220,3795
1986,766225,1452
1987,766225,1443
1988,766225,1478
1989,766225,1595
1990,766225,1710
1991,766225,1678
1992,766225,1810
1993,766225,1839
1994,766225,1818
1995,766225,1855
1996,766225,1589
1997,766225,1425
1998,766225,1359
1999,766225,1353
2000,766225,1201
2001,766225,1073
2002,766225,1104
2003,766225,1975
2004,766225,2082
2005,766225,2181
2006,766225,2312
2007,766225,3081
2008,766225,3065
2009,766225,2823
2010,766225,2961
2011,766225,2802
2012,766225,2795
2013,766225,2821
2014,766225,2464
2015,766225,2340
2016,766225,2282
1991,766230,18
1992,766230,43
1993,766230,48
1994,766230,65
1995,766230,67
1996,766230,69
1997,766230,47
1998,766230,37
1999,766230,39
2000,766230,33
2001,766230,29
2002,766230,30
2003,766230,828
2004,766230,1000
2005,766230,1145
2006,766230,1353
2007,766230,1656
2008,766230,1896
2009,766230,2092
2010,766230,2390
2011,766230,2733
2012,766230,3073
2013,766230,3900
2014,766230,3961
2015,766230,4014
2016,766230,3819
2003,766235,2572
2004,766235,3079
2005,766235,3227
2006,766235,3602
2007,766235,3525
2008,766235,4078
2009,766235,4092
2010,766235,4320
2011,766235,4382
2012,766235,4652
2013,766235,4978
2014,766235,5287
2015,766235,4993
2016,766235,5057
2003,766240,91
2004,766240,92
2005,766240,103
2006,766240,136
2007,766240,161
2008,766240,153
2009,766240,192
2010,766240,196
2011,766240,155
2012,766240,187
2013,766240,179
2014,766240,159
2015,766240,179
2016,766240,100
1988,766245,1
1991,766245,6
1992,766245,18
1993,766245,65
1994,766245,95
1995,766245,158
1996,766245,137
1997,766245,166
1998,766245,142
1999,766245,163
2000,766245,183
2001,766245,192
2002,766245,187
2003,766245,534
2004,766245,549
2005,766245,574
2006,766245,607
2007,766245,629
2008,766245,636
2009,766245,600
2010,766245,678
2011,766245,634
2012,766245,627
2013,766245,583
2014,766245,718
2015,766245,672
2016,766245,687
1986,766250,9950
1987,766250,9818
1988,766250,10012
1989,766250,10370
1990,766250,9901
1991,766250,9222
1992,766250,8103
1993,766250,7977
1994,766250,7365
1995,766250,7279
1996,766250,6847
1997,766250,6682
1998,766250,6395
1999,766250,6331
2000,766250,6760
2001,766250,6663
2002,766250,6767
2003,766250,6445
2004,766250,6595
2005,766250,6301
2006,766250,6730
2007,766250,6263
2008,766250,6569
2009,766250,6382
2010,766250,6383
2011,766250,6300
2012,766250,5855
2013,766250,5440
2014,766250,5221
2015,766250,4786
2016,766250,4339
1991,766305,136
1992,766305,150
1993,766305,206
1994,766305,613
1995,766305,681
1996,766305,565
1997,766305,1430
1998,766305,1004
1999,766305,786
2000,766305,1048
2001,766305,847
2002,766305,1129
2003,766305,5306
2004,766305,6086
2005,766305,6562
2006,766305,7347
2007,766305,7955
2008,766305,7340
2009,766305,7243
2010,766305,7811
2011,766305,7829
2012,766305,7911
2013,766305,7647
2014,766305,7749
2015,766305,7065
2016,766305,6623
1986,766310,1172
1987,766310,1044
1988,766310,1030
1989,766310,1021
1990,766310,943
1991,766310,1279
1992,766310,1413
1993,766310,1682
1994,766310,2218
1995,766310,2352
1996,766310,2495
1997,766310,2533
1998,766310,2481
1999,766310,2713
2000,766310,3068
2001,766310,3308
2002,766310,3712
2003,766310,4353
2004,766310,4715
2005,766310,4836
2006,766310,5067
2007,766310,5253
2008,766310,5804
2009,766310,5711
2010,766310,6265
2011,766310,6420
2012,766310,6379
2013,766310,6322
2014,766310,6315
2015,766310,5941
2016,766310,5636
1986,766315,29655
1987,766315,28917
1988,766315,28032
1989,766315,30472
1990,766315,26832
1991,766315,25976
1992,766315,24136
1993,766315,24764
1994,766315,27482
1995,766315,27880
1996,766315,27831
1997,766315,28307
1998,766315,27432
1999,766315,27703
2000,766315,29102
2001,766315,28935
2002,766315,29831
2003,766315,19145
2004,766315,20642
2005,766315,22369
2006,766315,23389
2007,766315,25549
2008,766315,27305
2009,766315,27314
2010,766315,29276
2011,766315,29112
2012,766315,29276
2013,766315,28600
2014,766315,25945
2015,766315,23308
2016,766315,21311
1986,766320,5815
1987,766320,5748
1988,766320,5675
1989,766320,6089
1990,766320,5725
1991,766320,5745
1992,766320,5378
1993,766320,5539
1994,766320,6191
1995,766320,6308
1996,766320,6111
1997,766320,6114
1998,766320,5846
1999,766320,6007
2000,766320,6305
2001,766320,6457
2002,766320,6602
2003,766320,5405
2004,766320,5462
2005,766320,5637
2006,766320,6258
2007,766320,7008
2008,766320,7068
2009,766320,7211
2010,766320,8102
2011,766320,7832
2012,766320,6929
2013,766320,6466
2014,766320,6748
2015,766320,6023
2016,766320,5517
1986,766325,1470
1987,766325,1411
1988,766325,1390
1989,766325,1538
1990,766325,1409
1991,766325,1451
1992,766325,1374
1993,766325,1460
1994,766325,1681
1995,766325,1750
1996,766325,1724
1997,766325,1777
1998,766325,1740
1999,766325,1824
2000,766325,2005
2001,766325,2045
2002,766325,2096
2003,766325,1817
2004,766325,1604
2005,766325,1510
2006,766325,1505
2007,766325,1031
2008,766325,1077
2009,766325,1062
2010,766325,1111
2011,766325,1187
2012,766325,1081
2013,766325,1139
2014,766325,1134
2015,766325,985
2016,766325,895
1986,766405,1652
1987,766405,1741
1988,766405,1813
1989,766405,1841
1990,766405,1743
1991,766405,1904
1992,766405,1823
1993,766405,2115
1994,766405,2181
1995,766405,2384
1996,766405,2406
1997,766405,2406
1998,766405,2159
1999,766405,2209
2000,766405,2125
2001,766405,2202
2002,766405,2354
2003,766405,4711
2004,766405,4991
2005,766405,4807
2006,766405,4680
2007,766405,4278
2008,766405,3843
2009,766405,3790
2010,766405,3800
2011,766405,3649
2012,766405,3426
2013,766405,3238
2014,766405,3362
2015,766405,2995
2016,766405,2510
1986,766410,2782
1987,766410,2835
1988,766410,2900
1989,766410,2766
1990,766410,2774
1991,766410,2658
1992,766410,2501
1993,766410,2378
1994,766410,2516
1995,766410,2771
1996,766410,2768
1997,766410,2643
1998,766410,2491
1999,766410,2349
2000,766410,2310
2001,766410,2330
2002,766410,2359
2003,766410,812
2004,766410,812
2005,766410,752
2006,766410,530
2007,766410,492
2008,766410,469
2009,766410,481
2010,766410,412
2011,766410,315
2012,766410,277
2013,766410,238
2014,766410,206
2015,766410,162
2016,766410,134
1986,766415,786
1987,766415,829
1988,766415,891
1989,766415,892
1990,766415,823
1991,766415,925
1992,766415,788
1993,766415,734
1994,766415,696
1995,766415,720
1996,766415,777
1997,766415,715
1998,766415,788
1999,766415,741
2000,766415,724
2001,766415,732
2002,766415,689
2003,766415,1095
2004,766415,1124
2005,766415,1141
2006,766415,1111
2007,766415,982
2008,766415,845
2009,766415,809
2010,766415,810
2011,766415,670
2012,766415,572
2013,766415,632
2014,766415,591
2015,766415,423
2016,766415,380
1986,766420,150
1987,766420,144
1988,766420,169
1989,766420,214
1990,766420,199
1991,766420,177
1992,766420,174
1993,766420,184
1994,766420,178
1995,766420,191
1996,766420,210
1997,766420,180
1998,766420,173
1999,766420,186
2000,766420,164
2001,766420,167
2002,766420,183
2003,766420,2615
2004,766420,2963
2005,766420,3189
2006,766420,3218
2007,766420,3061
2008,766420,3203
2009,766420,3410
2010,766420,3475
2011,766420,3467
2012,766420,3360
2013,766420,3133
2014,766420,3018
2015,766420,3020
2016,766420,2816
1986,768105,8152
1987,768105,7901
1988,768105,7669
1989,768105,7886
1990,768105,7150
1991,768105,6668
1992,768105,4480
1993,768105,4359
1994,768105,3825
1995,768105,3208
1996,768105,3122
1997,768105,2943
1998,768105,2820
1999,768105,2886
2000,768105,3257
2001,768105,3372
2002,768105,3614
2003,768105,2922
2004,768105,3002
2005,768105,2465
2006,768105,2333
2007,768105,2288
2008,768105,2313
2009,768105,2165
2010,768105,2131
2011,768105,2067
2012,768105,1859
2013,768105,1855
2014,768105,1712
2015,768105,1468
2016,768105,1387
1986,768110,2106
1987,768110,1860
1988,768110,1829
1989,768110,1975
1990,768110,1646
1991,768110,1559
1992,768110,1396
1993,768110,1396
1994,768110,1471
1995,768110,1419
1996,768110,1466
1997,768110,1642
1998,768110,1738
1999,768110,1890
2000,768110,2100
2001,768110,2215
2002,768110,2340
2003,768110,714
2004,768110,682
2005,768110,690
2006,768110,683
2007,768110,717
2008,768110,700
2009,768110,719
2010,768110,772
2011,768110,792
2012,768110,830
2013,768110,787
2014,768110,742
2015,768110,687
2016,768110,681
1986,768115,92
1987,768115,129
1988,768115,132
1989,768115,186
1990,768115,152
1991,768115,82
1992,768115,67
1993,768115,74
1994,768115,84
1995,768115,68
1996,768115,61
1997,768115,49
1998,768115,49
1999,768115,53
2000,768115,61
2001,768115,72
2002,768115,60
2003,768115,164
2004,768115,164
2005,768115,166
2006,768115,162
2007,768115,137
2008,768115,124
2009,768115,134
2010,768115,100
2011,768115,84
2012,768115,76
2013,768115,77
2014,768115,59
2015,768115,80
2016,768115,72
1986,768120,152
1987,768120,163
1988,768120,149
1989,768120,175
1990,768120,142
1991,768120,141
1992,768120,90
1993,768120,202
1994,768120,246
1995,768120,473
1996,768120,486
1997,768120,87
1998,768120,64
1999,768120,56
2000,768120,60
2001,768120,72
2002,768120,81
2003,768120,110
2004,768120,95
2005,768120,97
2006,768120,117
2007,768120,99
2008,768120,84
2009,768120,111
2010,768120,118
2011,768120,135
2012,768120,129
2013,768120,189
2014,768120,188
2015,768120,87
2016,768120,79
1986,768125,334
1987,768125,282
1988,768125,310
1989,768125,264
1990,768125,257
1991,768125,223
1992,768125,194
1993,768125,184
1994,768125,192
1995,768125,171
1996,768125,165
1997,768125,174
1998,768125,165
1999,768125,152
2000,768125,166
2001,768125,181
2002,768125,187
2003,768125,356
2004,768125,377
2005,768125,323
2006,768125,237
2007,768125,237
2008,768125,242
2009,768125,165
2010,768125,165
2011,768125,137
2012,768125,135
2013,768125,118
2014,768125,101
2015,768125,99
2016,768125,79
1986,768130,640
1987,768130,580
1988,768130,752
1989,768130,875
1990,768130,863
1991,768130,700
1992,768130,645
1993,768130,850
1994,768130,903
1995,768130,673
1996,768130,644
1997,768130,565
1998,768130,542
1999,768130,602
2000,768130,656
2001,768130,731
2002,768130,622
2003,768130,183
2004,768130,157
2005,768130,160
2006,768130,135
2007,768130,154
2008,768130,172
2009,768130,157
2010,768130,154
2011,768130,153
2012,768130,103
2013,768130,127
2014,768130,139
2015,768130,120
2016,768130,82
1986,768205,505
1987,768205,437
1988,768205,447
1989,768205,466
1990,768205,470
1991,768205,404
1992,768205,340
1993,768205,380
1994,768205,484
1995,768205,492
1996,768205,463
1997,768205,539
1998,768205,542
1999,768205,711
2000,768205,710
2001,768205,818
2002,768205,967
2003,768205,1417
2004,768205,1590
2005,768205,1840
2006,768205,2173
2007,768205,2345
2008,768205,2385
2009,768205,2241
2010,768205,2172
2011,768205,2125
2012,768205,2106
2013,768205,2214
2014,768205,2108
2015,768205,2079
2016,768205,2040
1986,768210,842
1987,768210,800
1988,768210,796
1989,768210,718
1990,768210,603
1991,768210,599
1992,768210,496
1993,768210,572
1994,768210,546
1995,768210,462
1996,768210,427
1997,768210,359
1998,768210,330
1999,768210,351
2000,768210,348
2001,768210,304
2002,768210,290
2003,768210,379
2004,768210,318
2005,768210,308
2006,768210,286
2007,768210,308
2008,768210,315
2009,768210,295
2010,768210,320
2011,768210,321
2012,768210,448
2013,768210,455
2014,768210,471
2015,768210,376
2016,768210,261
1986,768305,4903
1987,768305,3791
1988,768305,3372
1989,768305,3821
1990,768305,3138
1991,768305,3157
1992,768305,4381
1993,768305,4698
1994,768305,5110
1995,768305,5012
1996,768305,4676
1997,768305,4892
1998,768305,4519
1999,768305,4910
2000,768305,5187
2001,768305,4444
2002,768305,4619
2003,768305,3195
2004,768305,3502
2005,768305,3044
2006,768305,2707
2007,768305,2567
2008,768305,2560
2009,768305,1918
2010,768305,1976
2011,768305,1928
2012,768305,1911
2013,768305,1961
2014,768305,1957
2015,768305,1642
2016,768305,1644
1986,768310,2317
1987,768310,1757
1988,768310,1969
1989,768310,1904
1990,768310,1579
1991,768310,1537
1992,768310,1760
1993,768310,1797
1994,768310,1717
1995,768310,1150
1996,768310,1067
1997,768310,971
1998,768310,1147
1999,768310,1574
2000,768310,1913
2001,768310,1901
2002,768310,1050
2003,768310,1240
2004,768310,1023
2005,768310,1082
2006,768310,1033
2007,768310,1120
2008,768310,1082
2009,768310,994
2010,768310,1104
2011,768310,1174
2012,768310,1048
2013,768310,953
2014,768310,864
2015,768310,717
2016,768310,683
1986,768315,2582
1987,768315,2176
1988,768315,2054
1989,768315,2273
1990,768315,1793
1991,768315,1555
1992,768315,1689
1993,768315,1888
1994,768315,2017
1995,768315,1651
1996,768315,1469
1997,768315,1674
1998,768315,1708
1999,768315,1906
2000,768315,2011
2001,768315,1980
2002,768315,2056
2003,768315,1831
2004,768315,2045
2005,768315,1340
2006,768315,1556
2007,768315,918
2008,768315,909
2009,768315,849
2010,768315,912
2011,768315,917
2012,768315,860
2013,768315,815
2014,768315,742
2015,768315,683
