ano,cbo2002,empregados
2004,613005,329
2005,613005,320
2006,613005,295
2007,613005,304
2008,613005,265
2009,613005,314
2010,613005,291
2011,613005,336
2012,613005,299
2013,613005,290
2014,613005,347
2015,613005,360
2016,613005,361
1986,613010,10
1987,613010,8
1988,613010,14
1989,613010,17
1990,613010,16
1991,613010,43
1992,613010,30
1993,613010,26
1994,613010,160
1995,613010,220
1996,613010,232
1997,613010,220
1998,613010,256
1999,613010,211
2000,613010,160
2001,613010,172
2002,613010,220
2003,613010,120
2004,613010,130
2005,613010,125
2006,613010,123
2007,613010,137
2008,613010,133
2009,613010,129
2010,613010,117
2011,613010,114
2012,613010,99
2013,613010,112
2014,613010,126
2015,613010,135
2016,613010,149
2003,613105,14
2004,613105,30
2005,613105,22
2006,613105,28
2007,613105,27
2008,613105,22
2009,613105,26
2010,613105,33
2011,613105,35
2012,613105,31
2013,613105,34
2014,613105,24
2015,613105,20
2016,613105,17
1986,613110,391
1987,613110,288
1988,613110,398
1989,613110,561
1990,613110,557
1991,613110,826
1992,613110,484
1993,613110,433
1994,613110,293
1995,613110,284
1996,613110,277
1997,613110,262
1998,613110,260
1999,613110,298
2000,613110,313
2001,613110,234
2002,613110,214
2003,613110,980
2004,613110,1140
2005,613110,991
2006,613110,911
2007,613110,1025
2008,613110,968
2009,613110,968
2010,613110,989
2011,613110,789
2012,613110,772
2013,613110,703
2014,613110,729
2015,613110,683
2016,613110,702
1986,613115,100
1987,613115,43
1988,613115,151
1989,613115,297
1990,613115,457
1991,613115,216
1992,613115,188
1993,613115,224
1994,613115,160
1995,613115,217
1996,613115,206
1997,613115,246
1998,613115,210
1999,613115,156
2000,613115,121
2001,613115,110
2002,613115,159
2003,613115,457
2004,613115,548
2005,613115,495
2006,613115,549
2007,613115,497
2008,613115,546
2009,613115,579
2010,613115,541
2011,613115,593
2012,613115,573
2013,613115,536
2014,613115,532
2015,613115,514
2016,613115,495
1986,613120,106
1987,613120,80
1988,613120,135
1989,613120,155
1990,613120,171
1991,613120,170
1992,613120,173
1993,613120,180
1994,613120,172
1995,613120,179
1996,613120,185
1997,613120,190
1998,613120,202
1999,613120,213
2000,613120,226
2001,613120,234
2002,613120,240
2003,613120,1585
2004,613120,1170
2005,613120,946
2006,613120,713
2007,613120,680
2008,613120,623
2009,613120,510
2010,613120,371
2011,613120,302
2012,613120,235
2013,613120,226
2014,613120,201
2015,613120,175
2016,613120,171
2003,613125,8
2004,613125,8
2005,613125,5
2006,613125,11
2007,613125,8
2008,613125,5
2009,613125,7
2010,613125,6
2011,613125,6
2012,613125,15
2013,613125,15
2014,613125,17
2015,613125,8
2016,613125,12
1986,613130,5
1987,613130,4
1988,613130,7
1989,613130,9
1990,613130,8
1991,613130,21
1992,613130,15
1993,613130,13
1994,613130,6
1995,613130,5
1996,613130,5
1997,613130,5
1998,613130,4
1999,613130,4
2000,613130,4
2001,613130,4
2002,613130,3
2003,613130,61
2004,613130,62
2005,613130,57
2006,613130,71
2007,613130,83
2008,613130,76
2009,613130,64
2010,613130,61
2011,613130,64
2012,613130,67
2013,613130,59
2014,613130,53
2015,613130,58
2016,613130,56
1986,613205,4
1987,613205,3
1988,613205,5
1989,613205,6
1990,613205,6
1991,613205,16
1992,613205,11
1993,613205,10
1994,613205,5
1995,613205,4
1996,613205,4
1997,613205,3
1998,613205,3
1999,613205,3
2000,613205,3
2001,613205,3
2002,613205,3
2003,613205,45
2004,613205,43
2005,613205,55
2006,613205,50
2007,613205,53
2008,613205,48
2009,613205,48
2010,613205,35
2011,613205,26
2012,613205,38
2013,613205,33
2014,613205,28
2015,613205,27
2016,613205,23
2003,613210,105
2004,613210,84
2005,613210,76
2006,613210,72
2007,613210,103
2008,613210,125
2009,613210,121
2010,613210,119
2011,613210,92
2012,613210,94
2013,613210,110
2014,613210,108
2015,613210,102
2016,613210,84
1986,613215,27
1987,613215,19
1988,613215,37
1989,613215,47
1990,613215,41
1991,613215,116
1992,613215,79
1993,613215,72
1994,613215,34
1995,613215,26
1996,613215,27
1997,613215,24
1998,613215,22
1999,613215,21
2000,613215,20
2001,613215,19
2002,613215,19
2003,613215,330
2004,613215,428
2005,613215,412
2006,613215,446
2007,613215,478
2008,613215,501
2009,613215,678
2010,613215,289
2011,613215,323
2012,613215,374
2013,613215,356
2014,613215,384
2015,613215,373
2016,613215,417
1986,613305,711
1987,613305,686
1988,613305,861
1989,613305,1226
1990,613305,1403
1991,613305,910
1992,613305,730
1993,613305,753
1994,613305,765
1995,613305,1028
1996,613305,809
1997,613305,739
1998,613305,641
1999,613305,651
2000,613305,706
2001,613305,855
2002,613305,802
2003,613305,20390
2004,613305,24382
2005,613305,1314
2006,613305,1142
2007,613305,1227
2008,613305,1491
2009,613305,2284
2010,613305,2239
2011,613305,2471
2012,613305,2672
2013,613305,2950
2014,613305,2326
2015,613305,2165
2016,613305,2365
2003,613310,14
2004,613310,18
2005,613310,22
2006,613310,55
2007,613310,23
2008,613310,22
2009,613310,33
2010,613310,40
2011,613310,47
2012,613310,47
2013,613310,39
2014,613310,31
2015,613310,24
2016,613310,22
2003,613405,84
2004,613405,107
2005,613405,122
2006,613405,102
2007,613405,99
2008,613405,98
2009,613405,84
2010,613405,84
2011,613405,90
2012,613405,93
2013,613405,112
2014,613405,137
2015,613405,154
2016,613405,193
2003,613410,2
2004,613410,4
2005,613410,1
2006,613410,7
2007,613410,9
2008,613410,10
2009,613410,6
2010,613410,5
2011,613410,8
2012,613410,9
2013,613410,11
2014,613410,5
2015,613410,6
2016,613410,4
2003,613415,4
2004,613415,5
2005,613415,1
2006,613415,6
2007,613415,3
2008,613415,5
2009,613415,4
2010,613415,3
2011,613415,5
2012,613415,4
2013,613415,2
2014,613415,1
2015,613415,5
2016,613415,3
2003,613420,54
2004,613420,48
2005,613420,97
2006,613420,86
2007,613420,95
2008,613420,97
2009,613420,145
2010,613420,178
2011,613420,134
2012,613420,141
2013,613420,145
2014,613420,112
2015,613420,95
2016,613420,89
1986,620105,8176
1987,620105,7990
1988,620105,9729
1989,620105,11234
1990,620105,10953
1991,620105,13224
1992,620105,13119
1993,620105,13014
1994,620105,12954
1995,620105,12381
1996,620105,12430
1997,620105,11689
1998,620105,11119
1999,620105,11352
2000,620105,11672
2001,620105,11855
2002,620105,12555
2003,620105,10689
2004,620105,11980
2005,620105,13300
2006,620105,15505
2007,620105,16524
2008,620105,17115
2009,620105,17681
2010,620105,18687
2011,620105,19420
2012,620105,20688
2013,620105,21656
2014,620105,21849
2015,620105,21654
2016,620105,21427
1986,620110,2954
1987,620110,2624
1988,620110,3008
1989,620110,3565
1990,620110,3612
1991,620110,3819
1992,620110,3241
1993,620110,3589
1994,620110,3596
1995,620110,3764
1996,620110,3771
1997,620110,3944
1998,620110,4033
1999,620110,4233
2000,620110,4384
2001,620110,4678
2002,620110,4762
2003,620110,5844
2004,620110,6284
2005,620110,6587
2006,620110,6262
2007,620110,6550
2008,620110,6749
2009,620110,7167
2010,620110,7233
2011,620110,7709
2012,620110,7727
2013,620110,8034
2014,620110,8398
2015,620110,8542
2016,620110,8539
1986,620115,2481
1987,620115,2135
1988,620115,3299
1989,620115,4476
1990,620115,4834
1991,620115,5185
1992,620115,5817
1993,620115,6280
1994,620115,7443
1995,620115,7738
1996,620115,7965
1997,620115,7924
1998,620115,7956
1999,620115,8363
2000,620115,8696
2001,620115,8957
2002,620115,9556
2003,620115,10487
2004,620115,9307
2005,620115,8143
2006,620115,7188
2007,620115,6705
2008,620115,6534
2009,620115,5940
2010,620115,5990
2011,620115,5962
2012,620115,5687
2013,620115,5772
2014,620115,5712
2015,620115,5950
2016,620115,5942
1986,621005,86841
1987,621005,71679
1988,621005,120252
1989,621005,149484
1990,621005,168643
1991,621005,167103
1992,621005,164628
1993,621005,181601
1994,621005,202619
1995,621005,215895
1996,621005,221917
1997,621005,222911
1998,621005,228172
1999,621005,233864
2000,621005,244201
2001,621005,244887
2002,621005,255147
2003,621005,359627
2004,621005,379118
2005,621005,378845
2006,621005,379946
2007,621005,378406
2008,621005,379681
2009,621005,379163
2010,621005,380522
2011,621005,379410
2012,621005,365107
2013,621005,363803
2014,621005,362631
2015,621005,362389
2016,621005,359602
2003,622005,6817
2004,622005,7784
2005,622005,8374
2006,622005,8820
2007,622005,9329
2008,622005,10207
2009,622005,10920
2010,622005,12542
2011,622005,12221
2012,622005,13048
2013,622005,13791
2014,622005,14375
2015,622005,14919
2016,622005,15126
1986,622010,13245
1987,622010,15161
1988,622010,16441
1989,622010,17160
1990,622010,17211
1991,622010,19155
1992,622010,20612
1993,622010,20640
1994,622010,22368
1995,622010,23575
1996,622010,23416
1997,622010,23445
1998,622010,24184
1999,622010,24380
2000,622010,25068
2001,622010,27039
2002,622010,27489
2003,622010,33769
2004,622010,35783
2005,622010,38124
2006,622010,41861
2007,622010,44075
2008,622010,48012
2009,622010,50737
2010,622010,52247
2011,622010,54996
2012,622010,56808
2013,622010,58667
2014,622010,59984
2015,622010,59371
2016,622010,57612
1986,622015,639
1987,622015,694
1988,622015,743
1989,622015,1275
1990,622015,856
1991,622015,1105
1992,622015,804
1993,622015,767
1994,622015,773
1995,622015,725
1996,622015,659
1997,622015,754
1998,622015,784
1999,622015,846
2000,622015,987
2001,622015,824
2002,622015,794
2003,622015,5842
2004,622015,6412
2005,622015,6411
2006,622015,6665
2007,622015,7028
2008,622015,7631
2009,622015,6634
2010,622015,6591
2011,622015,7112
2012,622015,6855
2013,622015,6606
2014,622015,6655
2015,622015,6308
2016,622015,6762
1986,622020,86448
1987,622020,75718
1988,622020,100247
1989,622020,117365
1990,622020,117708
1991,622020,121565
1992,622020,114078
1993,622020,128440
1994,622020,131330
1995,622020,135166
1996,622020,126429
1997,622020,128923
1998,622020,125195
1999,622020,132929
2000,622020,139093
2001,622020,143651
2002,622020,154571
2003,622020,113634
2004,622020,125630
2005,622020,125577
2006,622020,132747
2007,622020,134706
2008,622020,132746
2009,622020,131482
2010,622020,128909
2011,622020,137945
2012,622020,137439
2013,622020,135259
2014,622020,134246
2015,622020,129979
2016,622020,137937
1986,622105,3170
1987,622105,2554
1988,622105,3374
1989,622105,3901
1990,622105,4016
1991,622105,4803
1992,622105,4915
1993,622105,5274
1994,622105,6187
1995,622105,4799
1996,622105,4855
1997,622105,5013
1998,622105,5060
1999,622105,4739
2000,622105,4243
2001,622105,4280
2002,622105,4328
2003,622105,5902
2004,622105,6375
2005,622105,5682
2006,622105,4932
2007,622105,5161
2008,622105,5712
2009,622105,5888
2010,622105,6490
2011,622105,5924
2012,622105,5549
2013,622105,5372
2014,622105,5335
2015,622105,5209
2016,622105,5138
1986,622110,196101
1987,622110,189789
1988,622110,205455
1989,622110,212310
1990,622110,205368
1991,622110,205814
1992,622110,222752
1993,622110,201081
1994,622110,238913
1995,622110,238024
1996,622110,233744
1997,622110,214447
1998,622110,195090
1999,622110,170250
2000,622110,180555
2001,622110,193481
2002,622110,205668
2003,622110,203592
2004,622110,228002
2005,622110,234914
2006,622110,275024
2007,622110,281470
2008,622110,287326
2009,622110,291779
2010,622110,260407
2011,622110,252823
2012,622110,219223
2013,622110,200851
2014,622110,174954
2015,622110,159932
2016,622110,148945
1986,622115,277
1987,622115,392
1988,622115,420
1989,622115,532
1990,622115,443
1991,622115,492
1992,622115,327
1993,622115,399
1994,622115,519
1995,622115,357
1996,622115,213
1997,622115,161
1998,622115,485
1999,622115,1831
2000,622115,1888
2001,622115,2740
2002,622115,2106
2003,622115,3150
2004,622115,2603
2005,622115,3013
2006,622115,1282
2007,622115,1645
2008,622115,3357
2009,622115,3118
2010,622115,2688
2011,622115,3783
2012,622115,4137
2013,622115,5754
2014,622115,2979
2015,622115,2697
2016,622115,5851
1986,622120,280
1987,622120,282
1988,622120,332
1989,622120,1243
1990,622120,460
1991,622120,420
1992,622120,330
1993,622120,263
1994,622120,315
1995,622120,454
1996,622120,306
1997,622120,246
1998,622120,166
1999,622120,192
2000,622120,317
2001,622120,264
2002,622120,166
2003,622120,493
2004,622120,604
2005,622120,559
2006,622120,396
2007,622120,416
2008,622120,487
2009,622120,411
2010,622120,432
2011,622120,470
2012,622120,393
2013,622120,355
2014,622120,353
2015,622120,339
2016,622120,322
1986,622205,393
1987,622205,541
1988,622205,619
1989,622205,661
1990,622205,768
1991,622205,451
1992,622205,347
1993,622205,599
1994,622205,299
1995,622205,369
1996,622205,280
1997,622205,182
1998,622205,160
1999,622205,121
2000,622205,286
2001,622205,254
2002,622205,338
2003,622205,736
2004,622205,1234
2005,622205,831
2006,622205,661
2007,622205,865
2008,622205,743
2009,622205,775
2010,622205,776
2011,622205,782
2012,622205,736
2013,622205,469
2014,622205,511
2015,622205,361
2016,622205,300
1986,622210,72
1987,622210,29
1988,622210,106
1989,622210,191
1990,622210,120
1991,622210,72
1992,622210,68
1993,622210,60
1994,622210,18
1995,622210,35
1996,622210,51
1997,622210,34
1998,622210,22
1999,622210,29
2000,622210,34
2001,622210,42
2002,622210,76
2003,622210,459
2004,622210,492
2005,622210,486
2006,622210,777
2007,622210,380
2008,622210,331
2009,622210,584
2010,622210,351
2011,622210,394
2012,622210,304
2013,622210,387
2014,622210,365
2015,622210,308
2016,622210,300
1986,622215,476
1987,622215,94
1988,622215,472
1989,622215,517
1990,622215,494
1991,622215,354
1992,622215,383
1993,622215,345
1994,622215,447
1995,622215,339
1996,622215,279
1997,622215,73
1998,622215,84
1999,622215,34
2000,622215,33
2001,622215,30
2002,622215,33
2003,622215,140
2004,622215,126
2005,622215,108
2006,622215,83
2007,622215,87
2008,622215,69
2009,622215,68
2010,622215,71
2011,622215,102
2012,622215,105
2013,622215,80
2014,622215,76
2015,622215,81
2016,622215,73
1986,622305,129
1987,622305,155
1988,622305,132
1989,622305,138
1990,622305,53
1991,622305,247
1992,622305,164
1993,622305,194
1994,622305,143
1995,622305,114
1996,622305,123
1997,622305,98
1998,622305,114
1999,622305,172
2000,622305,513
2001,622305,995
2002,622305,1882
2003,622305,1755
2004,622305,2079
2005,622305,1825
2006,622305,1984
2007,622305,2137
2008,622305,1514
2009,622305,1612
2010,622305,1339
2011,622305,1756
2012,622305,1691
2013,622305,1671
2014,622305,1301
2015,622305,1633
2016,622305,1774
1986,622310,1701
1987,622310,1441
1988,622310,2349
1989,622310,3609
1990,622310,4718
1991,622310,4918
1992,622310,4956
1993,622310,5095
1994,622310,5462
1995,622310,6316
1996,622310,6918
1997,622310,6039
1998,622310,7416
1999,622310,7801
2000,622310,7827
2001,622310,7804
2002,622310,7448
2003,622310,3428
2004,622310,3167
2005,622310,3644
2006,622310,3852
2007,622310,3768
2008,622310,3848
2009,622310,3720
2010,622310,3449
2011,622310,3524
2012,622310,3033
2013,622310,3196
2014,622310,3247
2015,622310,3267
2016,622310,3295
1986,622315,677
1987,622315,672
1988,622315,887
1989,622315,1113
1990,622315,896
1991,622315,979
1992,622315,914
1993,622315,836
1994,622315,947
1995,622315,988
1996,622315,1079
1997,622315,1389
1998,622315,1308
1999,622315,1538
2000,622315,1581
2001,622315,1916
2002,622315,2223
2003,622315,2319
2004,622315,2539
2005,622315,2667
2006,622315,3029
2007,622315,2589
2008,622315,2586
2009,622315,3272
2010,622315,3296
2011,622315,3391
2012,622315,3222
2013,622315,3195
2014,622315,2332
2015,622315,2138
2016,622315,2190
1986,622320,324
1987,622320,280
1988,622320,746
1989,622320,376
1990,622320,379
1991,622320,450
1992,622320,483
1993,622320,590
1994,622320,959
1995,622320,1151
1996,622320,1238
1997,622320,1512
1998,622320,1487
1999,622320,1582
2000,622320,1803
2001,622320,1840
2002,622320,2408
2003,622320,2502
2004,622320,2779
2005,622320,2784
2006,622320,2918
2007,622320,3022
2008,622320,3304
2009,622320,3623
2010,622320,3561
2011,622320,3609
2012,622320,3399
2013,622320,3522
2014,622320,3420
2015,622320,3518
2016,622320,3338
2003,622405,2157
2004,622405,2314
2005,622405,2370
2006,622405,3099
2007,622405,3165
2008,622405,3058
2009,622405,3471
2010,622405,3647
2011,622405,3742
2012,622405,3795
2013,622405,3769
2014,622405,3654
2015,622405,3665
2016,622405,3666
1986,622410,5
1987,622410,4
1988,622410,5
1989,622410,5
1990,622410,5
1991,622410,4
1992,622410,4
1993,622410,3
1994,622410,3
1995,622410,3
1996,622410,4
1997,622410,4
1998,622410,4
1999,622410,4
2000,622410,5
2001,622410,4
2002,622410,5
2003,622410,920
2004,622410,1144
2005,622410,1098
2006,622410,1179
2007,622410,1266
2008,622410,1263
2009,622410,1391
2010,622410,1316
2011,622410,1260
2012,622410,1288
2013,622410,1176
2014,622410,1133
2015,622410,1179
2016,622410,1237
2003,622415,67
2004,622415,69
2005,622415,64
2006,622415,98
2007,622415,57
2008,622415,80
2009,622415,65
2010,622415,45
2011,622415,56
2012,622415,51
2013,622415,60
2014,622415,54
2015,622415,48
2016,622415,56
2003,622420,1389
2004,622420,1619
2005,622420,1776
2006,622420,2477
2007,622420,2722
2008,622420,2493
2009,622420,2330
2010,622420,2607
2011,622420,2392
2012,622420,2411
2013,622420,2593
2014,622420,2512
2015,622420,2292
2016,622420,2416
1986,622425,3386
1987,622425,4818
1988,622425,4812
1989,622425,3987
1990,622425,4175
1991,622425,4616
1992,622425,5034
1993,622425,5734
1994,622425,6114
1995,622425,6145
1996,622425,6905
1997,622425,7410
1998,622425,7837
1999,622425,8125
2000,622425,9018
2001,622425,9470
2002,622425,9426
2003,622425,6290
2004,622425,6400
2005,622425,6369
2006,622425,6718
2007,622425,7021
2008,622425,6846
2009,622425,7116
2010,622425,6952
2011,622425,6900
2012,622425,6907
2013,622425,6651
2014,622425,6278
2015,622425,6550
2016,622425,6418
1986,622505,38163
1987,622505,46631
1988,622505,35788
1989,622505,75391
1990,622505,56485
1991,622505,40042
1992,622505,70403
1993,622505,45131
1994,622505,66781
1995,622505,54472
1996,622505,51388
1997,622505,47106
1998,622505,42090
1999,622505,58226
2000,622505,75318
2001,622505,70205
2002,622505,90992
2003,622505,71204
2004,622505,81194
2005,622505,61700
2006,622505,70653
2007,622505,71389
2008,622505,77658
2009,622505,76887
2010,622505,47827
2011,622505,78909
2012,622505,74140
2013,622505,55179
2014,622505,59221
2015,622505,68198
2016,622505,53384
2003,622510,7842
2004,622510,9149
2005,622510,11110
2006,622510,12577
2007,622510,12733
2008,622510,11755
2009,622510,9575
2010,622510,8754
2011,622510,9390
